filename,label,top right x,top right y,bottom right x,bottom right y,bottom left x,bottom left y,top left x,top left y
S73RY52m62ScQhN4coxw=ZkbJit=BH7f,1W5975032F,717.55725,422.4466,718.488,469.43253,365.02435,478.09906,364.09363,431.11313
dLwKQLjaHbDTG2pZFffi6UXUQgObZ=Kz,2FU32302,634.34717,424.56613,634.8881,466.96643,395.79654,470.74194,395.25558,428.34164
a_ruTwnI1QZUityT76_8BN49U2K516O,3LL832032L,800.75525,427.86285,801.332,478.0124,448.23294,483.03903,447.6562,432.8895
=Jv82PUMiWyG_4ufQyiErx9UzeDuGMc,2FS853013F,722.2584,429.71106,722.5007,481.9928,364.98407,484.0431,364.74185,431.76132
3yFDbKIVEXqh73VHjDK8wetbtjZGSGr,1W7293024T,835.2371,442.26804,835.2371,506.18558,481.62888,506.18558,481.62888,442.26804
44ai1Gvuvz3JVIFUmPlFVmJJF5r8nR,1W886404,746.30145,485.33514,748.4267,534.39124,462.3605,549.7309,460.2353,500.67484
QjYWMD9SZzvhEORNvmPtuHZLFN5JuktX,1W7734052A,863.90436,479.75848,865.07983,535.47144,471.33163,545.75464,470.15613,490.04175
wXD8UfEtK6HOjM25oxxby3whQVhVphe1,3G0593022A,785.4169,456.0282,786.65216,506.60184,428.36795,517.4341,427.13266,466.86044
y1YKzcqjqkhkSekxK9fwor1WuQlW44k,2FX632012F,799.2037,434.63318,800.6183,491.68497,385.47043,504.42557,384.05582,447.37378
5a_F=ja=rgvOF7Z98Z9bq5SMOnmsj,1W874404,743.6859,489.43903,744.6774,536.4904,458.97333,543.94257,457.98178,496.89114
Nsm=7aZYLFgrQZ=1nHJ84fS9O7ldwhx,1W4652033F,797.6711,426.9589,798.44073,475.56708,431.37784,482.7606,430.60822,434.1524
IVbtO3RLz1_UUgTB7qDF5tkfsk=W,1W704302,760.53375,426.6274,761.7024,470.8334,511.59985,479.0172,510.4312,434.81122
cdG42YBngqSUzcOu6T8i=cMtUDDnpaMs,1W4093032Y,884.7217,424.74228,884.7217,472.16495,511.5258,472.16495,511.5258,424.74228
K3=afWTsCjkwnmlMM=BwbPOnSMmk6Hy,2FV843023A,842.32416,472.60745,843.15356,527.4748,424.9317,535.30054,424.10226,480.4332
7k=WIHQPMa88vLKZsNOmjx1Zo4C8bzs,3L2962042K,760.65234,424.91513,761.6312,471.59073,426.84262,480.2812,425.86374,433.60562
lKV4GXz3f_lhFt1eU6=PaGM8eURzu39,1WA102013F,799.16534,421.5116,800.0185,467.52753,462.2157,475.27954,461.36258,429.26364
BuIuuCqSZOt4EblstP45htGW3qhiLct,1W7043013A,825.4339,424.2321,825.86456,470.47827,469.71588,474.58435,469.2852,428.33817
hlM3bfldVBmvKmpO3tuYZ1XFClI89l6,3LP293023A,805.3941,457.80316,806.3352,507.53992,454.36606,515.7839,453.425,466.04712
=qQPQtC1BlO89sOVRa5sJfNf8_8Uyl,3LP273032A,714.51044,447.94293,715.35754,493.42166,355.9261,501.7085,355.07898,456.22977
TeLTrfIHWyGPU5JQxG8KrapihzMSLoui,3LM592033K,761.8488,416.83884,762.16644,462.68356,420.4291,465.61414,420.1115,419.7694
n8QynGRWa6b_2Dgt_EfECGZwZDYH3Bh2,1W6334032F,813.1016,437.3755,813.89703,490.86984,429.89526,497.9375,429.09988,444.44318
XPqIY3EX4p_w6q52nV1jPLalUJU2NQh,3LM512023F,756.11707,418.24478,756.8008,463.40857,414.19522,469.82864,413.5115,424.6649
BtcPtnvFWOzg6YQ8lZfGi6_=N6d2HRed,2FW90404,622.0294,443.6122,622.90955,489.0668,349.6221,495.61655,348.74197,450.162
x3F1FdYMv_zcPoh8dIR_YDZ3gySgHCSC,2FR142033H,766.9019,421.2234,767.3026,465.02853,418.9186,468.97263,418.5179,425.16748
Zs8YibmJGjHK9St1ddnkxugPBEfb81GZ,1W1842012W,763.8052,422.618,764.4933,467.72778,442.1229,473.81427,441.43478,428.7045
r=rw6qf2gRZ6UjTyx3Wm7L4tWF3BILZ,3LP642012X,799.25507,457.6548,799.4395,515.27325,382.89725,516.92395,382.7128,459.30548
SoWC4ZaxhKFCnMNZWpTGRYG4iSoGYfoF,3LQ081022F,809.99634,430.807,810.8818,484.8563,440.402,492.36783,439.51663,438.3185
218EmovoFNwgGlbL142yQlmlv6BM6tot,3LU426032K,877.59875,417.89124,878.86615,472.84958,516.15924,483.20288,514.8918,428.24454
5sfefYqj4EHqVOJxLtTnMknpF8Rmw,3LP152013L,803.83563,449.2245,804.60974,503.26035,408.0344,510.29324,407.2602,456.25735
2dpG1KFIKRjJSTrElFKRwrX392B=h8d,3LQ94404,628.1215,433.21243,628.9637,477.91544,369.615,483.96283,368.77286,439.25983
68d3OJ45zIJWCxUw4BhVZcvWr7nRrUQ=,2FV272023A,868.4971,445.65115,869.5966,502.1923,471.44968,511.77615,470.35016,455.235
gM=jit2aDCof6Jortp7yg_Yz46kJjYw,3LN844023F,762.2802,450.447,762.7784,497.52487,427.99966,501.90994,427.5015,454.83206
rDsHHtuvJq94xoD=tIpl4Sf493NopKkW,1W9552022X,863.9565217391304,463.2173913043478,863.9565217391304,523.0,418.3043478260869,523.0,418.3043478260869,463.2173913043478
yrEcqUUMNOLnXiBTgY=iL5ZU4IJTYWbu,2FU763031F,749.9795,438.41663,750.1528,505.56345,368.3002,506.78308,368.12692,439.6363
yxZr2TK=6QlWcPnZt1_G4Q3KM3eUeYU,2FU743032K,809.20465,418.42972,809.9087,466.05167,455.95984,472.52832,455.25583,424.9064
qio=N4FlcrNIwoHklLfylthhUIVmtFC,1W6743012F,745.6909,430.68213,747.37866,484.7341,360.95413,499.6688,359.26642,445.6168
zrgu7RkjDqT=2w54NyZsBnYRsZGGDO,2FY87103,800.69385,481.15125,801.195,539.1356,438.92865,543.0111,438.4275,485.02676
C9TFXLDWS6zCKgcKr35pLoLE7zCU6J,1WB223013F,725.3261,432.44553,726.03186,484.79318,355.77603,490.97217,355.07025,438.62448
oUxiEzgXcnSovHj5TLGIUbCpfxP7toG,2FU54401,720.70746,426.8812,721.0719,469.4496,478.94724,472.01508,478.58282,429.44672
dpIw9xcopdrCZDg7OVaSKGURRSd7QShi,3L9834013X,802.3328,449.88345,802.8017,496.82297,466.62695,500.9786,466.15814,454.0391
X6yKoiEqn75D4FrSZ94qGzG7Xb3HBGgY,2G1413024T,891.096,518.72644,891.72015,589.5542,405.20413,594.8606,404.58002,524.0328
=4LKIwD442VdBj8KH2FDvFc8PJcmJs,3LP93601,702.1369,442.78064,702.7303,485.6991,445.08505,490.10825,444.49164,447.1898
C=G7ge_YPXF4gcyFMRXbEhIVvnSL4l,2G1951023A,834.5449,444.4177,835.838,503.64618,426.12222,514.7182,424.8291,455.48975
hUgUBTjwxM7t=1E36FRF3xmNBysgPKi,2FN951011T,768.4452,443.10455,769.27234,489.94873,385.0866,498.34525,384.25946,451.5011
flBmeNdQRduPRf6OWMsPXWmTiFznPmc,2FQ646011A,828.51855,426.28345,828.7786,485.19705,450.3874,487.26498,450.12732,428.35138
8dea5vCg7PSiUeyjw7QN_=mbDk_Fra,3LQ633032F,872.6326,453.32846,873.4362,511.62488,429.70792,519.1959,428.90433,460.89948
h1LipZ33xxo2CN58aURIgqfCTlMKUva8,2FT825011A,828.4574,421.13745,829.2317,467.72546,462.14362,475.2783,461.36923,428.69028
3EiWM9EkFqqVmpCNmvgzigmpsB5Ku,1W7304042A,797.7015,446.0368,798.46985,493.42496,463.53424,500.14664,462.7659,452.75848
aqZJB3E4GTIQS8T7k34l13nhzEJ2L,2FS25303,662.03107,424.1551,663.1564,467.61545,417.7063,475.4818,416.581,432.02145
g4jFvQgPngq3dfk1iqX3O8gYwfFO1dK1,2FZ80401,760.63513,462.26688,761.1228,509.7157,465.09232,513.48157,464.60468,466.0328
c4u=7k=OF=UJoRC7SfqNapB3OxVcy7,2FU791022F,827.9481,431.71594,828.53143,481.79193,442.99738,487.35013,442.4141,437.2741
2ZGps_bzvhQPbSSWxm1C5FzCl5ga4I,1W2991011H,806.9545,433.20172,807.1132,490.4774,453.90164,491.6891,453.74298,434.4134
Gi5xcH9lDBUE9jokBBQL=7=muaMVw7,1W629503,714.4995,425.64255,715.10077,463.1096,492.8239,467.5252,492.22263,430.05817
rtQUBXTB4bIau4efeeVzzxjGHHjQtg8,2FW82302,623.59143,447.7824,624.3363,496.77438,340.3677,502.11884,339.6228,453.12686
VuJHo9N4VkfqxUOMboMhWIoYXzlGvIul,2FV042013X,760.74286,442.5663,761.40515,488.28986,400.50394,494.76068,399.84167,449.03714
=IqWiIw4rMdojOkXl_ZJa79R7Xp9GbH,2FS202014A,739.3275,436.30582,740.0187,480.1167,397.3776,486.80713,396.68646,442.99622
7mXCxnd_ckoSDeaVjprNCQvgWddsoI,3LT03602,809.96967,444.47635,810.5658,487.42337,552.88544,491.8502,552.28937,448.90317
NSSF6Glg_VSp4ZTx_=pW8tLyTnFcal5g,3LS484013F,737.63324,432.04486,738.60077,483.66364,375.98196,492.07648,375.01447,440.4577
Tnd9rwnHps2WD=qn58IW9R7xszqm9r,3LM384012F,833.0551,425.77032,834.0572,476.28418,457.48846,485.5308,456.48633,435.01694
sR7xh9i5GrZ5zGinQFhUzMfOfmgZUjkn,1W8164022A,865.46136,464.83337,866.2308,513.9855,496.11563,521.15735,495.34616,472.00525
LuDmxHBTtgmUBBYw1l_Eq314lOascMOL,2G0384013X,809.98755,456.61972,810.99176,505.40915,446.82266,514.68744,445.81842,465.898
g8Tz5yXijTDtayRP9qt857GIm_JpMTf,3LP30103,729.8529,424.44522,730.538,464.37003,500.42847,469.25757,499.74335,429.33276
GatmIzyhfbWZmCCd1Vl9bwDJFRmg2l,3LQ052023F,827.70526,442.75,828.6728,498.35083,411.06314,507.34668,410.09552,451.74585
8ta=1bx9gTrWuF5jkhmYWQcrWugbTZN5,3LG14405,772.99536,511.29877,773.5622,562.4355,451.23615,566.85767,450.66937,515.72095
FsVCYEdqk1o96PnRQXMpyBTmf7p_Nxw,1W7683023A,840.83435,480.743,841.258,533.5309,425.065,537.6652,424.64136,484.87732
oHBW=mFe=uKWJjdgdQX_CxOBcyVvgl9,3LK844031H,814.422,438.95096,814.89215,509.9785,437.37643,513.0712,436.90634,442.04373
mbvoSnkuQO8hBe9Jk4LWtWVblNiofLj,3LK364022Y,737.60297,423.19458,738.3923,470.6122,405.06796,477.47958,404.27872,430.06192
=8CEibebO7u77V=7utDdgRSM4mVUfP,3LU13304,737.3493,505.31357,738.493,556.2106,423.79453,564.96344,422.6508,514.06647
IjiurmnUGqkXhSpDs8T8UpXofKy52KX,2FW65102,745.1978,448.97403,745.91077,501.3224,441.9018,506.44724,441.18884,454.09885
2cr7xNfN2zTlakYnNllb2XXrz8xw2l=I,3LK151013F,777.65735,427.1654,778.3578,474.60605,411.054,481.3183,410.35355,433.8777
7fd9NQiML7DLWZyoaO4xb15onFFii4P9,2FZ80403,726.74646,466.74573,727.5071,513.3035,425.07257,519.4188,424.31195,472.861
oYorvFQ2lPYRL=yRJFdJ1VltH9Fdsld,3LT87403,703.67993,461.6584,704.2573,503.58997,452.56744,507.88,451.99002,465.9484
wSGZJgJPsPHMatTNugNMNsVpF87USmm,2FU582033X,705.31305,424.20636,705.78284,471.50153,369.62738,475.63394,369.15768,428.33878
SruEORaIt2LqMUdS7RCDGGopgVl1=je5,2FV262012A,743.70966,475.96603,744.3146,536.96484,297.2303,542.45276,296.62537,481.45395
lBP4JZINcmOHTN=1sNcoGcKrev5Xml,2FW754033A,793.0813,437.35727,793.89545,491.71198,409.84592,498.8332,409.03177,444.47852
uD5xgYiGuLYIElJMC2HlljM7aOP9sW,5L8417052F,883.9098,463.20575,884.8721,517.40656,465.32382,526.6272,464.36145,472.42642
pMg858Gw=YmMFYWTzVN7waeumkSKlhuY,3LM324033A,885.43964,426.24084,886.2602,478.00516,514.52203,485.29855,513.7015,433.53424
oxvJgB2kmZ6wt_msb7x7Mq9YZtIy8pj,3L8166013F,708.38727,479.7194,708.82904,539.6961,258.72482,543.8007,258.283,483.824
CFe7ucTIEaRHvofG2b9PLunPlmB_69b9,2FZ43301,639.1,438.61334,639.1,483.16,383.46002,483.16,383.46002,438.61334
Gi4XcSC=kOCvSYoEwwo7KfumLGbbraT,2FU191022F,772.63293,421.67496,773.2533,468.0372,417.2098,473.93454,416.58945,427.5723
FId3wXFIN_j1cEzGfk1EGngw15l7KMVc,2FU156032A,788.4303,422.83047,789.0231,468.019,434.32947,473.77902,433.73666,428.59048
5puGqgJm46dU_H61SbuM8yp3h=cV3ML3,1W3011013A,754.54987,413.18726,755.3102,460.97885,437.3793,467.23932,436.619,419.44766
Fo8iwNsDZ6w6Ev5KTNnOgknRjLa7K1W,2FN673012A,774.58344,444.71527,775.2829,491.78726,454.36316,497.69046,453.66364,450.61844
oKe8hCzgeeJ9xKp7_gpSasRTC41USg,2FM574033K,1015.1966,468.8729,1015.8584,525.62634,631.4204,531.175,630.7586,474.42157
rP_zTQEUX1U=KY3tUeP15o7wtnvlWXv,3LP602021F,789.2171,440.971,790.04236,503.41586,409.78607,509.636,408.96085,447.19113
2Y2hOF7UhLlZBsoJmmbvaqi55x5coi,1W7054032A,839.2894,459.18527,839.62744,513.71387,394.24884,517.13116,393.9108,462.6025
87REQn4q4_quzx8jfiazZuTi2uasYZk,3LN46502,725.4694,423.87186,725.84296,460.94778,505.13098,463.7005,504.75745,426.62457
VZ=f7gljNsBFXFYq6MgMzIlSKwPjaniv,2FR16103E,705.0669,436.27655,706.0319,480.73108,423.78915,488.31485,422.82413,443.86032
LZSj6ZmIhCpIMEofFBe2=aXF_W=m2c,3LT54306,928.18744,607.67474,928.81415,698.7179,384.93326,703.3519,384.3065,612.30884
8bjQqu=39Ztv6cnHcq53sJKuzvLzNea,1W7613043A,830.0499,451.45242,830.58514,497.30417,475.88498,502.4291,475.3498,456.57736
iSTGaEBwLZFebjJozSzxKNuoBR2oTh15,2G047303,759.1079,475.78003,759.6702,518.9453,494.13507,523.2263,493.5728,480.06107
5E1d6ohRHWdPWmKhdXowRWEu6hBVMlpN,2FX143011H,773.05255,503.72174,774.17566,573.7413,251.18556,584.1247,250.06245,514.10516
MovFQbrYmiaMBNTdjJLYqSnq1lqyNGqD,1W9043062A,868.5457,463.2885,869.2531,514.1914,507.95853,520.4062,507.25113,469.50333
21YLnjkVOCR=ooL6zQJLSf8HGnjfZyF,3LQ643011F,791.5536,449.5306,793.5237,520.1551,387.10312,534.18866,385.13293,463.56418
55omsr3klCbxkEymvj3EI5DYsZm7KZLy,3LT55302,868.54364,577.4307,869.2072,645.36005,446.62772,650.47034,445.96408,582.541
NCrGY1nh8JZZE9o_JUdoKws2Pr=s5n,2FR772032K,802.2982,425.56845,803.0151,473.026,463.13855,479.3803,462.42175,431.92276
4bnuzBYwz1g9HUmUOgB1WDyfPo9FNn8,2FU99203,813.2887,442.92413,813.884,482.797,577.6001,487.16345,577.00476,447.2906
LZueuMeREeaVblykt4liJ7Eo=gRbHwvB,2FN66302,746.9283,446.454,747.68567,483.12878,517.4901,489.01285,516.73267,452.33804
Q=l2KlcKacE24YWDB3HoJB8NDBSzHb,2FT431021F,831.3276,487.53568,832.6978,568.94507,337.81052,579.2557,336.44022,497.8463
Xwj3GweJ1pSlQiWiNyV4TFDEFfzacvS,3LL422031A,942.478,433.0826,942.8182,499.46393,546.351,501.9789,546.0108,435.5976
asGEaMKz46u9FMhjLXGYE4hIJmXH4,1W744404,736.12,450.6067,736.12,490.01334,502.03998,490.01334,502.03998,450.6067
DVFTN9pe2=pry8_iOHNM7cYv=YDqGR6,3LU14401,785.2052,512.42834,786.0029,564.71454,468.1889,570.71655,467.39117,518.43036
8xyhbOxSh7mQWB8GM7zu1GHey56_6i,3LS43403,739.163,428.97287,739.778,469.85892,497.4424,474.37054,496.8274,433.48447
LH4lVeksLUbWlcxw3HUwktG_VC=t8ZKC,3LK933022A,748.9717,416.71237,749.7411,462.86426,405.02164,469.9781,404.2522,423.8262
5yOP2k82i2_GP_e=NncvJQgyn6cw7EE,2FU523021F,727.896,434.03934,728.9064,507.0294,337.5625,513.7347,336.55215,440.7446
57DVx9wsp6Yh18Ouujts15j7tkneUuLv,3LK482021H,1020.3517,663.9744,1021.1433,796.9476,104.99202,803.6985,104.2004,670.72534
9xlV6RadSSUYYeWOolers1GNeMap6,3LV612032F,717.6309,427.56696,718.1931,475.10376,374.24503,480.13876,373.68283,432.60196
nS2XacEBrTcKENfoIN9an2cTeyrO7f9H,1W9551012Y,794.61676,421.70526,795.36456,469.43933,451.13107,476.11426,450.38324,428.3802
3vG7pwy6exNnD4k65zRYQbQ=Q=L8=9q,3LT03503,814.57605,478.68076,815.137,526.4112,506.67728,530.8983,506.11633,483.1679
_nYqmLMDZuJNLh5x=47BbLPbdggBGz=,3LQ082022F,828.45294,431.24655,829.4205,488.11334,452.51297,496.0507,451.5455,439.1839
dt_d3YZJEwd_TFGV8Yrvhlj8PE__KZRH,2FV872022A,777.67914,427.91028,778.17413,478.6872,426.23828,482.9333,425.7433,432.15637
hbJW6jV7Uxq4ENvXLZ4dw8SiMwMh4rox,4P5502053A,879.3338,461.84033,879.7883,517.7254,463.56256,521.9161,463.108,466.031
TWQ2o_blzzwWQUXivWbJu1Th7be5rYH,2FC196013A,705.2583,421.5754,706.1114,467.72192,372.7922,475.3491,371.93912,429.20258
oJoWOu=YF31elSJP6knBaVr2vLFOmbJh,1W7293042T,857.7532,457.7256,858.70667,509.17432,495.94476,517.4957,494.99127,466.04703
xiVRMUFvYtpE4K5nSJ=xhgL6gcFozB,3LQ424032F,694.5019,461.4459,695.22437,515.7022,284.9215,522.4649,284.19907,468.20856
DvvkfW9NyQt_jPJGCfjd1IvnK7tXHdJx,2FP851031F,785.2979,421.3203,785.2979,479.73334,425.03998,479.73334,425.03998,421.3203
Uf9yhnN7p3lq4FyW_OzO_JSGq2PcZW,2FQ222022Y,825.4249,427.28918,826.1295,476.14783,478.9777,482.3439,478.27313,433.48526
qIIZ68mJ=25WroGOH7hUJVqYuOU_eXo,2FV112031H,759.9858,453.98904,759.8357,512.078,363.0012,510.80838,363.15128,452.71942
fVwywrxpMH9X=OxXEsv2qlufBQamwgy,2FX38302,634.53107,427.73145,635.34735,471.10016,388.15494,476.85934,387.33862,433.49063
VQH1pnGILthOCvHuCXDB9q3Fht54y_bq,3LT54404,768.425,459.8595,769.0693,505.07272,515.9339,509.53717,515.2897,464.32394
XV1v6ez=CDcEpsnCB2ijJpQ_dJ8XKYPI,3LT781011Y,883.7291,507.23712,885.0372,594.06635,328.53076,604.4432,327.22275,517.61395
mBHMrFGgUCK8lxF=DKKrnEyTlaw_hKON,3LR371021F,729.7728,455.23615,730.7488,520.3816,319.0929,528.0151,318.11694,462.8696
BoUQZsdBcrLn2SbIUEmQlD_QizWwIvr,2FR621013A,786.923,430.6087,787.602,476.6878,408.30865,483.60565,407.62964,437.52655
iKbhWofy3fS7ryCtvNh3rRmq18sNpF,3LN623052A,830.0454,444.46408,830.73596,491.7145,502.07654,497.66003,501.38602,450.4096
TFFegh1jUo=5nkzZ5epwLuKHtjGVk9O2,3LQ42303,651.39984,466.26468,652.0015,510.5635,389.7638,514.9719,389.16214,470.6731
nxH2as6kMw96lQz6VPTF4KpQ1hyTw,3LN145023F,705.31366,425.96042,705.8047,477.04303,361.91342,481.135,361.4224,430.05237
iuGZeWCYJKJQ9nKbqnr7LHfKyZccvZe,3LN431043F,773.0551,419.59412,773.696,468.10977,448.16992,473.43237,447.52908,424.9167
MoL_LYMuPGGeHKJc1xeQyEyhtWcO3zW,3LU003033T,848.7128,484.61636,849.8981,541.8284,434.46768,552.48157,433.28244,495.26947
oikpNPkNl=uYrsamPUrrNOdaKkIjyh,1VZ591022F,831.5281,427.9619,832.54126,481.42462,476.11282,489.78537,475.09967,436.3227
Jz6z3IelXCPmHJnrD974l7G_rM3rLTr,3LN633033T,819.2703,471.9972,819.8516,524.7137,442.00397,529.87164,441.42255,477.15518
p3I7PwMXX5_NHnyHbZffBEIdT5H4yYWa,3LR741032K,820.74084,428.36444,821.49774,477.2094,459.0682,484.16156,458.31128,435.31662
UIDX9nCWO8TiMKtEezufZD2EhgUN4LV,1W817203,732.9214,440.02844,733.46246,488.18695,446.5406,492.1775,445.99945,444.01895
FJFcIwkuh74LrSyeRyaXU36ra3yMyN=b,3LL686022A,803.03674,413.3792,803.7363,459.40585,463.58878,465.8056,462.88913,419.77896
vnPylC1oVYYZ8476mcCjYK3db1TxhL41,1WA78301,816.1062,474.1546,817.2805,522.5343,540.8406,530.83997,539.6662,482.46027
_vELhgW8GzEbrJFLvCgfD9sXk3Ozjqu,3LL59102,622.1961,426.20886,622.75336,466.6285,397.38138,470.47482,396.82407,430.05518
f7RdyKfKEL29Xc6nJrq2be25TTekTb=,3LT934061T,923.9979,515.2453,924.30756,580.8182,452.77316,583.5741,452.46353,518.0013
r7QlWRNMhhtX2Q8pzbniWPj6wfiamGO,3LV57303,762.2054,441.88638,762.7887,486.29083,489.52585,490.7345,488.9425,446.33005
vrR4oDNwrL9U9oXCOBF7Md3mCEZGuHn,2FS96601,731.38275,429.74628,731.8782,467.2299,505.1396,470.93945,504.64413,433.4558
ulTug3wqvgdcvRWsJ44ZXqeZ7ZXLWW,3LN532012A,777.68414,428.817,778.29724,476.4653,406.6956,482.38376,406.08246,434.73544
Iaoci787gCm5naj_IhMSVN4Tp6ljndd,3LN964022X,672.94824,440.56354,673.90717,485.1052,360.4342,493.45862,359.47528,448.91696
sXvFekhZUccGeLdayoMhhziVKCbbh,3LS833023Y,746.24976,451.22256,747.3932,547.5214,193.55757,555.66144,192.41414,459.36258
7tayJwiozsmOQhqp6dVNGuw_l7WtqBPc,3LM921012F,725.3269,420.51968,725.96985,467.72934,372.7143,473.68417,372.07138,426.47452
q2I5F3zh5KbY7uK_QQqn6QpnEyi9eW,3LT554052L,813.58765,453.60825,813.58765,516.4949,444.51547,516.4949,444.51547,453.60825
UNP=jh85bWX79ytH6fDtRcIW4R1duI,1W8652022H,834.67065,459.97772,835.2685,518.8879,403.21182,524.3144,402.614,465.40427
o18jeDj8kKCaeW6c5cB2nGgtoPCI=dR,3LM011022Y,713.00635,423.1935,713.358,467.40314,364.991,470.83304,364.63934,426.6234
mTOqlUXWNY9I1_5jub3vZilYDVbDhm,3LN681022X,717.6212,433.97583,718.4098,484.8585,352.803,491.8716,352.01447,440.98895
K7hFHQISFf9wP5Xd5XrNuceizDGOf4f,2G0404052A,848.499,514.76447,849.46375,577.37573,383.51752,586.2624,382.55276,523.6512
cvLxjm5WZfwBfmxx43coyg7BkIrid9X,1W8154052A,826.14844,488.23795,827.299,544.5044,417.70404,554.8715,416.5535,498.60504
IogTjnhjke2Nypkgq6wizx1lmRgZBC1,2FU683012F,728.4013,418.6332,729.1839,465.99207,395.7437,472.81192,394.96112,425.45306
ipwV_vtnlWXSKGXmi7j9UgT6wIprU_e,3LK942012K,786.93353,431.07477,787.42017,482.50516,435.83658,486.62265,435.34998,435.19223
c27S=jfzzqiQZZcLaE19Q_oLtvDI=ZG,2G088401,620.53424,463.93924,621.07367,508.024,369.6155,511.83276,369.07605,467.74802
5x1K8LFTpfBYk5pV8HflbFXVrZ1UEuT,1W7684052A,830.7384,462.31033,831.53265,515.85284,431.08795,523.2049,430.29373,469.66238
E2GnniqsZn6HJwt9cc_GTDNO_V4DnG,6SP850072T,803.8731,434.48007,804.34796,483.15436,459.97516,487.31293,459.5003,438.63864
ZvNLfo6WWTgaMUKDGc4u97nPk3df,3LL47401,623.5625,426.6746,624.55383,469.7318,385.0846,476.5564,384.09323,433.49918
TX2W=ReiOJXOGjzQX4NYVQudpQJaVgK,3LN764033A,826.9535,449.2591,827.8966,497.2657,489.78833,505.48788,488.84518,457.4813
YNbOQV_YM7ChuQd7uaa=7aUagHhUE4T5,3LQ051013F,842.3788,446.85226,842.60315,504.2479,420.42346,506.29,420.19916,448.89438
5EyYVhKNxVz1Pg=csYou3ba7wUPrQktW,2FU714012F,863.7042,439.62854,864.8412,496.24728,443.45758,506.72116,442.32062,450.10242
uUWfj9dGa3v73G_yM2KKQYC_FQKraPfN,3JE062022Y,783.8599,436.8602,783.8848,483.34647,444.67184,483.5715,444.64694,437.08524
Q_bVCcJgCD3jj=L7DviVbwh4hDCRa,3LS826053,1015.5811,560.05945,1015.7503,672.2348,189.03227,673.7788,188.86304,561.60345
zJmUeP5iWWZtG2kLpWRXEgS6ISyUxUOk,3LU213014T,953.23486,536.3782,954.29004,603.878,437.64264,613.8745,436.58746,546.3747
B_WWWlf5gdy2v7YD99nvPevG74Wv6,3LT195021F,781.7664,529.8638,782.3789,606.8372,181.74213,612.7536,181.1296,535.78015
szJ8LuuB8j_sYwb2DFUcuHgYh5kpTz,3LJ431032F,841.42267,430.92783,841.42267,496.90723,449.6701,496.90723,449.6701,430.92783
KPbMsLnmECyRLDXSwwOLke=EKNmK_GD=,3LR185041Y,776.01855,421.82736,777.25946,478.9025,420.26364,488.5099,419.0227,431.43475
C_=_ET4iiOuEwb6rUPqp5PLhqzyTl3_1,2G1244012A,828.4897,511.05548,829.1535,575.67194,363.46555,581.5932,362.80176,516.97675
YmjZuHyeGMngYTskIQos5dG6K_X63Oua,2G0261023A,819.1388,426.89294,820.29626,480.7999,446.8452,490.7257,445.68777,436.81876
wK_SEEcZFZIzmGrGKL93wYqqkhbt_,3LH333012X,823.8899,461.71094,824.46967,512.669,460.63773,517.7929,460.05798,466.8348
pqNJ52w6svyVbMPFqbRn7CiCtadbyg61,2FT971042W,743.795,429.68964,744.13385,481.13525,386.3162,484.05286,385.97733,432.60724
JQn35mS78FtvVp1PXfz5qUBsM8NKP7ch,1VL844032A,756.1306,438.91205,756.42786,484.16992,414.0551,486.95316,413.75793,441.69528
u8EVgfGx2dJ4ruDtWBUFp2oVK5Jv_vc,3LK482022H,799.23444,428.00717,799.84576,476.66995,452.47095,482.0714,451.85962,433.4086
6=mXXUSIul66RnFEHzF6fIxkGJL,2G0394052A,819.22906,505.75516,819.8958,568.81866,359.78287,574.84,359.11606,511.77652
ILrVz2b=Gj6q292YUCyG8_hHmhd3m,3LV986022A,789.28345,417.0127,789.9508,468.09598,446.56955,473.6482,445.9022,422.56494
1JdHQqkGdf=svzbBvru=qCsJLVYgG4TL,3LL591022A,739.1658,416.93277,739.72314,463.06165,398.8612,468.16013,398.30383,422.03128
=J1DtfoCLO1byJ3Yd5HzipYPfHUXkv5,3LP301012Y,802.2821,435.907,802.96954,488.28986,403.41306,494.7799,402.72565,442.39703
sdSP_h5LshfHE5_E5nP7G7HScVWf8Gx,2FR921012Y,784.6145,432.02167,785.32947,478.01035,409.84302,485.23663,409.128,439.24796
8k=f_Wmwgdw7n7TrsqwDhtWFkd7CiYZ,2FW223013X,843.8401,458.77695,844.8706,508.07837,459.1481,518.0582,458.11755,468.75684
INsqHCQUhc_Gv8IcDHt5YzpmFlVQFW_y,2FR721011H,768.43414,424.55014,769.11127,478.79517,436.1078,483.9407,435.43066,429.69568
uyI5EKJb6Z3NlykJVDGk1EeQ7HZa4L==,2FR203013A,736.0898,426.79755,737.01306,473.75946,366.66855,482.77216,365.74524,435.8102
9VVmwl8ahlqPcDxrdiHVyU5SQTZ6O7iZ,3LR742032F,921.2683,465.1978,922.7619,527.12366,455.6221,541.0701,454.1285,479.1443
taTBtGgUoptYxzkTq55U4cdWGCKyK8l4,2FN901033Y,845.42285,422.83643,846.2869,471.14838,505.17084,478.70026,504.3067,430.3883
WC7ukNtbFQcWRSyMH2z9yxbEdqqkyo,2FX143033H,840.9696,496.69278,842.3503,565.62024,324.8334,578.4511,323.45276,509.52362
